,target,source
2843,jantke94nonstandard,bridge98defining
2844,jantke94nonstandard,jurisica96inductive
2845,jantke97logical,520593
2846,jantke97logical,6875
2847,jantke97logical,jantke97necessity
2848,jantke97logical,jantke97theoretical
2849,jantke97necessity,520593
2850,jantke97necessity,6875
2851,jantke97necessity,dotsch00tic
2852,jantke97necessity,jantke97logical
2853,jantke97theoretical,520593
2854,jantke97theoretical,6875
2855,jantke97theoretical,jantke97necessity
2856,japan98learning,filliat00active
2857,jarke00concept,453999
2858,jarke00concept,454077
2859,jarke00concept,artale00expressivity
2860,jarke00concept,artale01reasoning
2861,jarke00concept,artale01temporal
2862,jarke00concept,artale02temporal
2863,jarke00concept,franconi00icom
2864,jarke99architecture,441373
2865,jeh02scaling,jeh02simrank
2866,jeh02simrank,jeh02scaling
2867,jennings00autonomous,455961
2868,jennings00autonomous,508147
2869,jennings00autonomous,lomuscio00classification
2870,jennings95controlling,233063
2871,jennings95controlling,239748
2872,jennings95controlling,295535
2873,jennings95controlling,32215
2874,jennings95controlling,421686
2875,jennings95controlling,445127
2876,jennings95controlling,531549
2877,jennings95controlling,63694
2878,jennings95controlling,ambroszkiewicz98cooperation
2879,jennings95controlling,ambroszkiewicz98team
2880,jennings95controlling,benerecetti97model
2881,jennings95controlling,jennings00autonomous
2882,jennings95controlling,kitano97robocup
2883,jennings95controlling,kumar00adaptive
2884,jennings95controlling,panzarasa01social
2885,jennings95controlling,panzarasa02formalizing
2886,jennings95controlling,parsons98agents
2887,jennings95controlling,pynadath99toward
2888,jennings95controlling,sabater99engineering
2889,jennings95controlling,shehory99feasible
2890,jennings95controlling,tambe00adaptive
2891,jennings95controlling,yen01cast
2892,jensen99learning,243755
2893,jensen99learning,63694
2894,jensen99learning,horling01using
2895,jensen99learning,zunino01representing
2896,joachims00estimating,475405
2897,joachims00estimating,joachims00estimating
2898,joachims00estimating,joachims01statistical
2899,joachims00estimating,klinkenberg00detecting
2900,joachims02unbiased,526689
2901,joachims99transductive,475405
2902,joachims99transductive,flake02extracting
2903,joachims99transductive,ghani01combining
2904,joachims99transductive,marquez00machine
2905,joachims99transductive,nigam00analyzing
2906,joachims99transductive,szummer01kernel
2907,joachims99transductive,wu00discriminantem
2908,joachims99transductive,wu00selfsupervised
2909,johns01how,497508
2910,johns01how,silverman01more
2911,johnson99cambridge,104129
2912,johnson99cambridge,abberley99thisl
2913,johnson99cambridge,jourlin99general
2914,jonker99multiagent,wang00experience
2915,jordan98introduction,114563
2916,jordan98introduction,45086
2917,jordan98introduction,murphy01bayes
2918,jording97anthropomorphic,lenzmann97contractnetbased
2919,joslyn99levels,joslyn99semiotic
2920,joslyn99levels,rocha99syntactic
2921,jourlin99general,104129
2922,jourlin99general,vanthong00speechbot
2923,jr99identifying,brown99active
2924,junker98learning,sintek01using
2925,jurisica96inductive,108321
2926,jurisica96inductive,184462
2927,jurisica96inductive,83140
2928,kaburlasos00learning,459887
2929,kagal01highly,525119
2930,kaljuvee01efficient,528220
2931,kang00visualization,446289
2932,kantarcioglu02privacypreserving,vaidya02privacy
2933,karadkar00evolution,445220
2934,karkanis00image,magoulas01hybrid
2935,karkanis00image,plagianakos01tumor
2936,karlgren98iterative,finn02genre
2937,karlgren98iterative,rauber01integrating
2938,karlgren98stylistic,finn02genre
2939,karlgren98stylistic,folch00typtex
2940,karlgren98stylistic,rauber01integrating
2941,karnik99security,501178
2942,karnik99security,510100
2943,karnik99security,531713
2944,karnik99security,537176
2945,karnik99security,roth01programming
2946,karypis00concept,ding01probabilistic
2947,karypis00concept,zhao02criterion
2948,kasif98probabilistic,frank99naive
2949,kaski98dimensionality,kurimo99latent
2950,kaur98improving,marsh00using
2951,kaur98improving,marsh01evaluating
2952,kaur98improving,marsh01guiding
2953,kayan99evaluation,lam00broadcasting
2954,kayan99evaluation,lam01broadcasting
2955,kemme00new,332626
2956,kemme00new,bartoli00online
2957,kemme98suite,332626
2958,kemme98suite,bartoli00online
2959,kemme98suite,nicola99increasing
2960,kemme98suite,stockinger01towards
2961,kemme98suite,wiesmann99systematic
2962,kendall00java,459526
2963,kendall97application,kendall00java
2964,kendall97application,tveit01survey
2965,khaled98gado,bourdeau99three
2966,khaled98gado,davison98applying
2967,khaled98gado,rasheed97guided
2968,khaled98gado,rasheed98adaptive
2969,khudanpur99maximum,rosenfeld00two
2970,killijian01towards,meier01towards
2971,killijian01towards,reijers01requirements
2972,kim00using,319653
2973,kim01secret,467998
2974,kim99compensatory,kim99compensatory
2975,kim99effective,papadias01indexing
2976,kinny96methodology,301461
2977,kinny96methodology,507954
2978,kinny96methodology,509024
2979,kinny96methodology,531754
2980,kinny96methodology,ashri00paradigma
2981,kinny96methodology,deloach99multiagent
2982,kinny96methodology,giunchiglia01tropos
2983,kinny96methodology,kinny97modelling
2984,kinny96methodology,luck01conceptual
2985,kinny96methodology,miles00designing
2986,kinny96methodology,schattenberg00planning
2987,kinny96methodology,wood00overview
2988,kinny96methodology,wooldridge00agentoriented
2989,kinny96methodology,wooldridge99methodology
2990,kinny96methodology,zambonelli01organisational
2991,kinny96methodology,zini01caselp
2992,kinny97modelling,242172
2993,kinny97modelling,scerri99ease
2994,kinny97modelling,wooldridge99methodology
2995,kirste01reference,kirste01reference
2996,kitano97robocup,23381
2997,kitano97robocup,29551
2998,kitano97robocup,3602
2999,kitano97robocup,490051
3000,kitano97robocup,50141
3001,kitano97robocup,ambroszkiewicz98cooperation
3002,kitano97robocup,ambroszkiewicz98team
3003,kitano97robocup,asada00overview
3004,kitano97robocup,heintz00robosoc
3005,kitano97robocup,hsu02genetic
3006,kitano97robocup,kostiadis99multithreaded
3007,kitano97robocup,malec00implementing
3008,kitano97robocup,marsella99being
3009,kitano97robocup,prokopenko00cyberoos
3010,kitano97robocup,prokopenko98designing
3011,kitano97robocup,renambot00cavestudy
3012,kitano97robocup,schattenberg00planning
3013,kitano97robocup,spoelder00man
3014,kitano97robocup,veloso98playing
3015,kitano99robocup,schattenberg00planning
3016,klein91supporting,115971
3017,klein91supporting,17752
3018,klein91supporting,187087
3019,klein91supporting,jennings95controlling
3020,klein91supporting,kendall97application
3021,klein91supporting,prasad96cooperative
3022,klein91supporting,robinson99requirement
3023,klein99computer,liu00threedimensional
3024,kleinberg98microeconomic,dhillon01concept
3025,klinkenberg00detecting,475405
3026,knight00system,knight01visualisation
3027,knight00virtual,469172
3028,knight00virtual,knight00system
3029,knoblock00accurately,mann01validating
3030,knoblock00accurately,mann02testing
3031,knowles99evolutionary,243743
3032,knowles99pareto,243743
3033,knowles99pareto,knowles99evolutionary
3034,knublauch00towards,knublauch02extreme
3035,kobayashi00information,535484
3036,kobayashi00information,pal02web
3037,kobayashi99information,535484
3038,koch00integrating,lacher01facilitating
3039,koch99simple,249633
3040,kodratoff00comparing,311589
3041,kohrs99improving,503542
3042,koller98probabilistic,265990
3043,koller98probabilistic,friedman99learning
3044,koller98probabilistic,noh99uncertain
3045,kollios99nearest,254693
3046,kollios99nearest,352789
3047,kon00flexible,kagal01highly
3048,kon00secure,kon00using
3049,kon00using,kon00flexible
3050,konda01actorcritic,467872
3051,konda01actorcritic,483769
3052,konda01actorcritic,510434
3053,kononenko95induction,414088
3054,koperski98mining,wijsen99generalizing
3055,kopp00knowledgebased,502274
3056,kopp00knowledgebased,kopp00planning
3057,kopp00knowledgebased,wachsmuth01lifelike
3058,kopp00planning,kopp00knowledgebased
3059,kopp00planning,wachsmuth01lifelike
3060,kortuem99close,420411
3061,kortuem99close,schneider00disseminating
3062,kortuem99close,touzet01side
3063,kosala00web,bonchi01data
3064,kosala00web,bonchi01web
3065,kosala00web,lin02discovering
3066,kosala00web,mortazavi-asl01discovering
3067,kosala00web,pal02web
3068,kosala00web,punin01web
3069,koster99normalization,arampatzis00evaluation
3070,kostiadis99multithreaded,302729
3071,kostiadis99multithreaded,306507
3072,kotz99mobile,marques01providing
3073,koubarakis99querying,koubarakis99tractable
3074,koubarakis99tractable,254693
3075,koubarakis99tractable,352789
3076,koubarakis99tractable,agarwal01time
3077,kowalski98executing,abdennadher00experimental
3078,kowalski98executing,kakas01abduction
3079,kowalski98executing,kowalski98from
3080,kowalski98executing,sadri00abduction
3081,kowalski98executing,sadri99abduction
3082,kowalski98executing,sadri99computational
3083,kowalski98from,250204
3084,kowalski98from,bozzano99logic
3085,kowalski98from,kakas01abduction
3086,kowalski98from,sadri00abduction
3087,kowalski98from,sadri99abduction
3088,krink00parameter,539207
3089,kruschwitz00extracting,kruschwitz01exploiting
3090,kubiatowicz00oceanstore,517801
3091,kubiatowicz00oceanstore,525023
3092,kubiatowicz00oceanstore,527578
3093,kubiatowicz00oceanstore,534078
3094,kueng01holistic,508515
3095,kumar00adaptive,340329
3096,kumar00adaptive,508859
3097,kumar00adaptive,531549
3098,kumar00adaptive,giorgini01multiagent
3099,kumar01behaviorbased,kumar01behaviorbased
3100,kumar98beyond,509627
3101,kurki99agents,511540
3102,kushilevitz98efficient,chan98approximate
3103,kushmerick00wrapper,arimura01efficient
3104,kushmerick00wrapper,handschuh02authoring
3105,kushmerick00wrapper,knoblock00accurately
3106,kushmerick00wrapper,kushmerick02adaptive
3107,kushmerick00wrapper,kushmerick02finitestate
3108,kushmerick00wrapper,lawrence00context
3109,kushmerick00wrapper,raman01potters
3110,kusiak00decomposition,487737
3111,kutulakos96affine,behringer98improving
3112,kutulakos96affine,neumann99augmented
3113,kwedlo99evolutionary,311786
3114,kwok01scaling,476601
3115,kwok01scaling,radev02probabilistic
3116,kwok98automated,glover02using
3117,laaksonen99picsom,koskela00picsom
3118,labrou99agent,443686
3119,labrou99agent,535300
3120,labrou99agent,devedzic01knowledge
3121,labrou99agent,distefano01coordinating
3122,labrou99agent,dragoni00mental
3123,labrou99agent,joseph01why
3124,labrou99agent,labrou01standardizing
3125,labrou99agent,silverman01more
3126,labrou99agent,tveit01survey
3127,labrou99agent,zini01caselp
3128,lacorte99agent,dipietro99experiences
3129,lagoze01open,bird01olac
3130,laird94evolution,bryson00architectures
3131,laird94evolution,bryson00crossparadigm
3132,laird94evolution,bryson00study
3133,laird94evolution,bryson01modularity
3134,lam99broadcast,lam00broadcasting
3135,lam99feature,caropreso00statistical
3136,lamma99strategies,lamma99strategies
3137,landau01atnosferes,landau02comparison
3138,langheinrich00first,504171
3139,langheinrich00first,romer01smart
3140,langley94oblivious,346939
3141,langley94oblivious,daelemans97featurerelevance
3142,langley94oblivious,langley95acquisition
3143,langley95applications,162298
3144,langley95applications,45542
3145,langley95applications,487737
3146,langley95applications,giraud-carrier98beyond
3147,langley95applications,kusiak00decomposition
3148,langley95applications,lau00version
3149,larocque00reversible,larocque00reversible
3150,larsen01probabilistic,449621
3151,lau00version,415731
3152,lau99privacy,viegas00collections
3153,lau99programming,415731
3154,lavalle99randomized,bohlin00path
3155,lavalle99visibilitybased,hespanha99multipleagent
3156,laviola99flex,laviola99wholehand
3157,laviola99msvt,krum02speech
3158,laviola99wholehand,bowman01introduction
3159,laviola99wholehand,laviola99msvt
3160,lavrac00intelligent,horn01ai
3161,lawrence00context,524967
3162,lawrence98context,323867
3163,lawrence98context,346939
3164,lawrence98context,476601
3165,lawrence98context,agichtein01learning
3166,lawrence98context,cleary00generating
3167,lawrence98context,davison00topical
3168,lawrence98context,flake02extracting
3169,lawrence98context,glover00web
3170,lawrence98context,glover01improving
3171,lawrence98context,glover99architecture
3172,lawrence98context,glover99recommending
3173,lawrence98context,hu01overview
3174,lawrence98context,kobayashi00information
3175,lawrence98context,lam01overview
3176,lawrence98context,lawrence00context
3177,lawrence98context,lawrence99searching
3178,lawrence98context,lawrence99text
3179,lawrence98context,pant02myspiders
3180,lawrence98context,snyders00confseek
3181,lawrence98searching,1894
3182,lawrence98searching,22863
3183,lawrence98searching,279508
3184,lawrence98searching,323867
3185,lawrence98searching,362175
3186,lawrence98searching,375424
3187,lawrence98searching,376145
3188,lawrence98searching,455651
3189,lawrence98searching,455752
3190,lawrence98searching,455785
3191,lawrence98searching,535484
3192,lawrence98searching,alvarez00web
3193,lawrence98searching,bieman01finding
3194,lawrence98searching,dlrg02background
3195,lawrence98searching,glover99recommending
3196,lawrence98searching,hu01overview
3197,lawrence98searching,kobayashi00information
3198,lawrence98searching,kobayashi99information
3199,lawrence98searching,lawrence00context
3200,lawrence98searching,lawrence99searching
3201,lawrence98searching,lawrence99text
3202,lawrence98searching,liu98statistical
3203,lawrence98searching,menczer02topicdriven
3204,lawrence98searching,meng99estimating
3205,lawrence98searching,modha00clustering
3206,lawrence98searching,raghavan01crawling
3207,lawrence98searching,soundalgekar01internet
3208,lawrence98searching,wu01towards
3209,lawrence98searching,yu99finding
3210,lawrence98searching,yu99methodology
3211,lawrence99searching,bieman01finding
3212,lawrence99searching,hu01overview
3213,lawrence99searching,lawrence00context
3214,lawrence99text,kobayashi00information
3215,layzell98new,kalganova99evolving
3216,lee00spectral,339430
3217,lee00training,467320
3218,lee00training,533620
3219,lee00training,marin01hybrid
3220,lee01collaborative,531929
3221,lee99unifying,67194
3222,lee99unifying,73250
3223,lenzmann97contractnetbased,jording97anthropomorphic
3224,lerner99comparative,jain99statistical
3225,lesh99using,449513
3226,lesh99using,531549
3227,lesh99using,garland00learning
3228,lesh99using,miller00training
3229,lesh99using,miller01training
3230,lester97cosmo,andre98integrating
3231,lester97cosmo,cassell01more
3232,leung98probabilistic,316064
3233,leung98probabilistic,weber00unsupervised
3234,leung98probabilistic,weber00viewpointinvariant
3235,leuschel98creating,vanhoof99bottomup
3236,levene00computing,levene01web
3237,levene01web,524920
3238,levene99justification,104045
3239,levene99probabilistic,levene00computing
3240,levene99probabilistic,levene01web
3241,levison96connecting,kallmann99behavioral
3242,li00automatic,clark00finding
3243,li00automatic,lienhart02localizing
3244,li00automatic,snoek02stateart
3245,li01indexing,chien01ecient
3246,li01indexing,shasha02algorithmics
3247,li98adome,chiu99meta
3248,li98adome,li99multifaceted
3249,li98automatic,42875
3250,liebig99event,535578
3251,liebig99event,hinze01how
3252,liechti99nonobtrusive,375253
3253,liechti99nonobtrusive,liechti00digital
3254,lien98automated,pantic00expert
3255,likas99training,449007
3256,lim00comparison,kusiak01galgorithm
3257,lim98extracting,538247
3258,lin01efficiently,lin01efficiently
3259,lin02acird,40506
3260,lind01issues,tveit01survey
3261,liskov99providing,grimm00revisiting
3262,litman99empirically,roy00finding
3263,littman99solving,keim99proverb
3264,liu00design,351802
3265,liu00extended,521000
3266,liu00implementation,liu00implementation
3267,liu98face,liu00learning
3268,liu98face,liu99face
3269,liu98relationlog,24678
3270,liu98relationlog,351802
3271,liu98relationlog,352769
3272,liu98relationlog,82903
3273,liu98relationlog,fraternali98proceedings
3274,liu98relationlog,liu00design
3275,liu98relationlog,liu01rulebased
3276,liu98relationlog,liu98logical
3277,liu98relationlog,liu99olog
3278,liu98relationlog,liu99partial
3279,liu98relationlog,shan98introduction
3280,liu98statistical,206655
3281,liu98statistical,279508
3282,liu98statistical,298782
3283,liu98statistical,375424
3284,liu98statistical,376145
3285,liu98statistical,455651
3286,liu98statistical,wang00concept
3287,liu98statistical,wu01towards
3288,liu98statistical,yu99finding
3289,liu98statistical,yu99methodology
3290,liu99deductive,351802
3291,liu99deductive,liu99olog
3292,liu99deductive,wuwongse01xml
3293,liu99face,liu00learning
3294,liu99overview,liu99olog
3295,liu99overview,liu99rol
3296,livingston01closing,455220
3297,ljungstrand99wearboy,443805
3298,ljungstrand99wearboy,holmquist00play
3299,ljungstrand99webwho,443668
3300,ljungstrand99webwho,443805
3301,ljungstrand99webwho,ljungstrand00analysis
3302,llc00deep,476601
3303,lobo99extended,sastry01cluster
3304,locatelli00simulated,locatelli00simulated
3305,logan00distributed,schattenberg00planning
3306,lohse97consumer,hoque98information
3307,lomuscio00classification,ben-ameur02multiitem
3308,lovell98feature,jain99statistical
3309,loyer99computing,fernandes00combining
3310,luck01conceptual,lopez01framework
3311,lueg98supporting,lueg00information
3312,lukasiewicz00probabilistic,409432
3313,lukasiewicz00probabilistic,455511
3314,lyons00guided,starner00gesture
3315,macintyre96future,457459
3316,macintyre96future,460214
3317,macintyre96future,feiner99importance
3318,macintyre96future,gouveia98end
3319,mackay98augmented,306088
3320,mackay98augmented,norrie02webbased
3321,macskassy01intelligent,453969
3322,madhavan01generic,464721
3323,mair99investigation,294630
3324,makar01hierarchical,ghavamzadeh01continuoustime
3325,malis98positioning,malis98positioning
3326,mamoulis98integration,papadias99constraintbase
3327,mankoff00providing,tandler01software
3328,mankoff98bringing,raskar01interacting
3329,manmatha01modeling,453805
3330,manmatha01modeling,zhang01maximum
3331,mann01partial,heydon01vesta
3332,mann01validating,mann02testing
3333,mannila99prediction,mannila99prediction
3334,marchionini98interfaces,536996
3335,marchionini98interfaces,cruz99user
3336,marchiori98simple,bomze99maximum
3337,marini00hemasl,marini00specification
3338,marini00hemasl,zini01caselp
3339,marini00specification,appiani00multiagent
3340,mark00multiagent,446625
3341,mark00multiagent,459526
3342,mark00multiagent,sparkman01automated
3343,mark00multiagent,wood00overview
3344,markatos98effective,markatos99caching
3345,markatos99caching,glance00community
3346,markatos99caching,xie02locality
3347,marmasse00locationaware,508816
3348,marmasse00locationaware,ashbrook02learning
3349,marmasse99commotion,dempski99augmented
3350,marques00going,509693
3351,marques00going,marques01integrating
3352,marques00going,marques02componentbased
3353,marques01integrating,509693
3354,marques01providing,509693
3355,marques01providing,marques01integrating
3356,marques01providing,marques02componentbased
3357,marsella98instructors,marsella00interactive
3358,marsella98instructors,miller00training
3359,marsella99being,306529
3360,marsella99being,parker00current
3361,marsh00maintaining,marsh01guiding
3362,marsh00using,marsh01evaluating
3363,marsh99cooperative,marsh00maintaining
3364,marsh99cooperative,marsh01evaluating
3365,marsh99cooperative,marsh01guiding
3366,marsic01adaptive,531895
3367,martelli99logic,appiani00multiagent
3368,martelli99specification,appiani00multiagent
3369,martelli99specification,marini00hemasl
3370,martelli99specification,marini00specification
3371,martelli99specification,martelli99logic
3372,martin00knowledge,christophides00community
3373,martin00knowledge,obitko01ontologies
3374,martin99embedding,529793
3375,martin99embedding,consortium00corporate
3376,martin99embedding,groh99automated
3377,martin99embedding,handschuh02authoring
3378,martin99embedding,martin00knowledge
3379,mascardi99agentbased,zini01caselp
3380,mascolo99finegrained,emmerich00implementing
3381,mascolo99finegrained,emmerich99incremental
3382,massink99towards,367226
3383,mataric00sensorymotor,303350
3384,mataric00sensorymotor,jenkins00primitivebased
3385,mataric99making,jenkins00primitivebased
3386,matthews99fuzzy,matthews00fuzzy
3387,matzinger98computational,matzinger98computational
3388,maurer00second,maurer00second
3389,maynard01named,cunningham01developing
3390,mazumdar99achieving,lauzac01view
3391,mcbreen00experimental,404966
3392,mcbreen00experimental,418446
3393,mcbreen00experimental,mcbreen01evaluating
3394,mccallum00maximum,415056
3395,mccallum00maximum,475379
3396,mccallum00maximum,punyakanok01use
3397,mccallum00maximum,ray01representing
3398,mccallum00maximum,sche01active
3399,mccallum00maximum,scheffer01active
3400,mcdonald00heterogeneous,wood00overview
3401,mcgovern01automatic,455346
3402,mchugh98indexing,florescu99performance
3403,mchugh98indexing,li01indexing
3404,mchugh98indexing,mchugh99optimizing
3405,mchugh98indexing,meuss99improving
3406,mchugh98indexing,zhang01supporting
3407,mchugh99optimizing,galanis01following
3408,mcilraith01semantic,456004
3409,mcilraith01semantic,496354
3410,mcilraith01semantic,539185
3411,mcroy95repair,3489
3412,mcroy95repair,ardissono00plan
3413,mcroy95repair,ardissono96uso
3414,mcroy95repair,mcroy98achieving
3415,mcroy95repair,traum99speech
3416,medl98multimodal,dorohonceanu00novel
3417,meeden98trend,potter01heterogeneity
3418,menczer01evaluating,535484
3419,menczer01evaluating,bergmark02focused
3420,menczer01evaluating,chakrabarti02accelerated
3421,menczer01evaluating,dlrg02background
3422,menczer01evaluating,menczer02topicdriven
3423,menczer01evaluating,pant02exploration
3424,menczer01evaluating,pant02myspiders
3425,menczer01evaluating,srinivasan02target
3426,menczer01evaluating,srinivasan02web
3427,menczer99adaptive,271585
3428,menczer99adaptive,bergmark02collection
3429,menczer99adaptive,bergmark02focused
3430,menczer99adaptive,davison00topical
3431,menczer99adaptive,diao00toward
3432,menczer99adaptive,dlrg02background
3433,menczer99adaptive,menczer02topicdriven
3434,menczer99adaptive,pant02exploration
3435,menczer99adaptive,pant02myspiders
3436,menczer99adaptive,srinivasan02target
3437,menczer99adaptive,srinivasan02web
3438,meng99database,zhang99query
3439,meng99estimating,206655
3440,meng99estimating,267965
3441,meng99estimating,279508
3442,meng99estimating,298782
3443,meng99estimating,375424
3444,meng99estimating,376145
3445,meng99estimating,455651
3446,meng99estimating,kim00heterogeneous
3447,meng99estimating,lawrence00context
3448,meng99estimating,liu98statistical
3449,meng99estimating,wang00concept
3450,meng99estimating,wu01towards
3451,meng99estimating,yu99efficient
3452,meng99estimating,yu99finding
3453,meng99estimating,yu99methodology
3454,menzies00issues,althoff99using
3455,meretakis00scalable,itskevitch01automatic
3456,merro01bisimulation,merro01bisimulation
3457,mertz98conception,mertz00pushing
3458,merz99genetic,273716
3459,meuss98dag,meuss99improving
3460,meyer99automatic,meyer99constraint
3461,michaelides98uniform,moreau00mobile
3462,michail99assessing,465022
3463,michaud98learning,293552
3464,michaud98learning,38408
3465,michaud98learning,goldberg99coordinating
3466,michaud98learning,michaud99managing
3467,michaud98learning,michaud99representation
3468,michaud98learning,rosenstein99continuous
3469,michaud99managing,michaud01using
3470,michaud99managing,werger00ayllu
3471,michaud99representation,bryson00study
3472,michaud99representation,werger00ayllu
3473,middleton01capturing,middleton02exploiting
3474,mihalcea98word,208788
3475,mihalcea98word,mihalcea99word
3476,miles00designing,lind01issues
3477,miller00training,miller01training
3478,miller99genetic,kalganova99evolving
3479,milo00typechecking,297471
3480,milo00typechecking,448486
3481,milo00typechecking,449833
3482,milo00typechecking,gottlob02monadic
3483,minar99cooperating,amin01agentbased
3484,minar99cooperating,amin02dynamic
3485,minar99cooperating,amin02towards
3486,minar99cooperating,uhrmacher00modeling
3487,minar99hive,457130
3488,minar99hive,493671
3489,minar99hive,526346
3490,minar99hive,gajos01design
3491,minar99hive,gomoluch01information
3492,minar99hive,hupfeld00spatially
3493,minar99hive,langheinrich00first
3494,minar99hive,papaioannou01manufacturing
3495,minar99hive,satoh01flying
3496,mirmehdi01extracting,459183
3497,mistry01materialized,chen01detection
3498,mistry01materialized,zhang01dyda
3499,mitra01data,pal02web
3500,mittal99selecting,197022
3501,mittal99selecting,goldstein99automatic
3502,mizoguchi00using,aroyo02layered
3503,mladenic98turning,536996
3504,mladenic98turning,boyapati00towards
3505,moghaddam98beyond,240825
3506,moghaddam98beyond,290879
3507,moghaddam98beyond,crabtree98wearable
3508,mohan99repeating,mohan01efficient
3509,moizumi98mobile,baek01cost
3510,moizumi98mobile,brewington99mobile
3511,molz00design,460667
3512,moon00scalable,307133
3513,moon00scalable,453210
3514,moon00scalable,zhang01efficient
3515,moon98scalable,moon00scalable
3516,mooney00contentbased,518092
3517,mooney00contentbased,nigam01using
3518,mooney00contentbased,popescul01probabilistic
3519,mooney00contentbased,schein01generative
3520,moran99improvement,289676
3521,moran99improvement,moran99improvement
3522,more00tertiary,314563
3523,more00tertiary,more00tertiary
3524,moreno95alisis,moreno96limited
3525,moreno96limited,49194
3526,moreno96limited,moreno96limited
3527,moreno97dynamic,49194
3528,moreno97dynamic,lomuscio96qlb
3529,moreno97how,49194
3530,morse00collablogger,454312
3531,morse00collablogger,477302
3532,moukas96amalthaea,271013
3533,moukas96amalthaea,346630
3534,moukas96amalthaea,bollacker99system
3535,moukas96amalthaea,campos01searching
3536,moukas96amalthaea,pagonis99evolving
3537,moukas96amalthaea,pant02myspiders
3538,moukas96amalthaea,pohl99machine
3539,mudgal00bilateral,luo02hybrid
3540,muhlenbein99convergence,munetomo99identifying
3541,muller00eventdriven,362156
3542,muller00eventdriven,537127
3543,muller00eventdriven,randell00shopping
3544,muller00eventdriven,randell02well
3545,munetomo99identifying,goldberg99genetic
3546,munro99footprints,537064
3547,munroe00bbq,bhalotia02keyword
3548,munzner95visualizing,kobayashi00information
3549,murphy01lime,corradi01policy
3550,murphy01lime,cugola01peerware
3551,murphy01lime,deloach02analysis
3552,murray01specifying,arai01multiagent
3553,murray98kaleidoquery,fegaras99voodoo
3554,murray98kaleidoquery,sampaio98deductive
3555,murthy99context,235064
3556,murthy99context,murthy00concept
3557,muscettola98reformulating,81142
3558,muslea00selective,kushmerick02adaptive
3559,muslea00selective,kushmerick02finitestate
3560,muslea01hierarchical,knoblock00accurately
3561,muslea01hierarchical,mann01validating
3562,muslea01hierarchical,mann02testing
3563,muslea01hierarchical,muslea00selective
3564,muslea99hierarchical,444362
3565,muslea99hierarchical,445103
3566,muslea99hierarchical,461688
3567,muslea99hierarchical,crescenzi01roadrunner
3568,muslea99hierarchical,fensel00workshop
3569,muslea99hierarchical,kushmerick00wrapper
3570,muslea99hierarchical,kushmerick02adaptive
3571,muslea99hierarchical,kushmerick02finitestate
3572,muslea99hierarchical,oyama00cooperative
3573,muslea99hierarchical,yang00shopping
3574,muth99integrating,manolescu01microworkflow
3575,myers96easily,burnett01forms
3576,myers96easily,diehl00vrml
3577,myers97amulet,242836
3578,myers97amulet,458848
3579,myers97amulet,benoit98audiovisual
3580,myers97amulet,edwards97systematic
3581,myers97amulet,grundy01software
3582,myers97amulet,tandler01software
3583,myers98brief,palen99social
3584,nagi99implementation,schuldt99transactions
3585,nahm00mutually,nahm01mining
3586,nahm00using,461789
3587,nahm00using,nahm01mining
3588,nahm01mining,nahm02text
3589,najork01breadthfirst,bergmark02collection
3590,najork01breadthfirst,dlrg02background
3591,najork01breadthfirst,leung01towards
3592,najork01breadthfirst,menczer02topicdriven
3593,najork01breadthfirst,pant02exploration
3594,najork01breadthfirst,shkapenyuk01design
3595,najork01breadthfirst,srinivasan02web
3596,najork01highperformance,bergmark02focused
3597,najork01highperformance,cho02parallel
3598,najork01highperformance,leung01towards
3599,najork01highperformance,najork01highperformance
3600,narayanan99reasoning,456004
3601,nascimento99evaluation,tzouramanis00overlapping
3602,naumann00assessment,naumann01from
3603,naumann00completeness,naumann01from
3604,navarro00adding,scholer02compression
3605,neaves98dynamic,243029
3606,neaves98dynamic,randell00shopping
3607,nehaniv99meaning,nehaniv99constructive
3608,neti00perceptual,apte01ai
3609,neumann99augmented,539922
3610,neumann99constructing,455336
3611,neumann99experience,467320
3612,neumann99experience,484682
3613,neumann99experience,carver00methodology
3614,neumann99experience,kruegel02distributed
3615,neumann99experience,marin01hybrid
3616,neumann99experience,pouzol01from
3617,neumann99experience,ragsdale00adaptation
3618,ng98reconfiguring,186241
3619,nguyen01monitoring,448486
3620,nguyen01monitoring,bailey01analysis
3621,nguyen98strict,461740
3622,nguyen98strict,496719
3623,nichols01using,myers01interacting
3624,nicola99increasing,jarke99architecture
3625,nicola99increasing,stockinger01towards
3626,nie01joint,nie01mining
3627,nie01mining,nie01joint
3628,nigam00analyzing,nigam01using
3629,nigam00analyzing,sarkar01applying
3630,nigam99text,329899
3631,nigam99text,400733
3632,nigam99text,449621
3633,nigam99text,475405
3634,nigam99text,54866
3635,nigam99text,60136
3636,nigam99text,6411
3637,nigam99text,ghani01combining
3638,nigam99text,goldman00enhancing
3639,nigam99text,larsen01probabilistic
3640,nigam99text,marquez00machine
3641,nigam99text,nigam00analyzing
3642,nigam99text,peng01automatic
3643,nigam99text,sarkar01applying
3644,nigam99text,szummer01kernel
3645,nigam99text,wu00discriminantem
3646,nigam99text,zelikovitz00improving
3647,nijholt00multimodal,evers00jacob
3648,nissen99repository,bernstein00panel
3649,nissen99repository,robinson99requirement
3650,noda99discovering,457268
3651,noda99discovering,carvalho00genetic
3652,noda99discovering,carvalho00hybrid
